start_frame,end_frame,tracking_id,team_id,duration_frames,duration_seconds,max_speed,avg_speed,distance
11.0,123.0,15.0,1,90.0,3.2142857142857144,6.8108754896942925,5.563636131438487,17.883116136766564
2045.0,2129.0,29.0,0,85.0,3.0357142857142856,5.864396134799764,5.221764426637945,15.851784866579472
2074.0,2239.0,31.0,0,166.0,5.928571428571429,6.9843961347997645,6.132252053142889,36.35549431506142
2089.0,2239.0,32.0,1,151.0,5.392857142857143,7.370875489694294,5.942873137342453,32.049065847811086
2116.0,2239.0,33.0,0,124.0,4.428571428571429,6.8108754896942925,6.070044380040501,26.881625111607928
2243.0,2358.0,45.0,2,92.0,3.2857142857142856,8.854377448471464,7.874591688322821,25.873658404489273
3602.0,3749.0,53.0,0,122.0,4.357142857142857,8.854377448471464,7.1143069826987695,30.9980518531875
3903.0,4024.0,53.0,0,86.0,3.0714285714285716,8.763501958777173,6.984447891778023,21.45223281046108
3630.0,3734.0,77.0,0,105.0,3.75,6.132472986986447,5.32325056007128,19.962189600267294
4048.0,4153.0,77.0,0,106.0,3.7857142857142856,7.075271624494057,5.726394232955969,21.678492453333313
3555.0,3744.0,78.0,1,190.0,6.785714285714286,6.943073557094175,5.953488010133903,40.398668640194344
3877.0,4047.0,80.0,0,171.0,6.107142857142857,7.256153704373365,6.074154103093116,37.09572684389009
3917.0,4014.0,120.0,1,95.0,3.392857142857143,7.256153704373365,6.3594400707734895,21.576671668695763
3583.0,3702.0,121.0,1,98.0,3.5,7.443110004209791,6.442713096018087,22.549495836063315
3960.0,4053.0,128.0,0,94.0,3.357142857142857,6.128792269599528,5.235213309628392,17.575358968038163
5733.0,5822.0,168.0,1,90.0,3.2142857142857144,5.864396134799764,5.245982203039167,16.862085652625897
9909.0,10035.0,375.0,1,103.0,3.6785714285714284,7.840000000000001,5.824635591306623,21.426338068020797
10100.0,10236.0,397.0,1,96.0,3.4285714285714284,8.021750979388585,6.110991456797936,20.951970709021495
10430.0,10695.0,414.0,0,111.0,3.9642857142857144,8.854377448471464,6.637917725935858,26.31460241353144
10855.0,10972.0,425.0,1,85.0,3.0357142857142856,7.503073557094174,6.0552934510535374,18.382140833555386
12752.0,12901.0,487.0,0,109.0,3.892857142857143,7.207469691893939,6.210205509962387,24.17544287806786
17058.0,17175.0,661.0,1,108.0,3.857142857142857,6.424396134799764,5.772588594346275,22.265698863907065
17058.0,17183.0,662.0,1,120.0,4.285714285714286,7.075271624494057,6.258717347420992,26.82307434608996
17677.0,17849.0,699.0,1,107.0,3.8214285714285716,7.817022603882643,6.509109534460039,24.874097149543722
19567.0,19753.0,763.0,1,143.0,5.107142857142857,7.298345181588232,6.237319368087812,31.854881058448466
22387.0,22511.0,797.0,1,117.0,4.178571428571429,6.556594202199646,5.826002683665482,24.34436835674504
22778.0,22940.0,871.0,1,149.0,5.321428571428571,5.868076852186682,5.357728721095632,28.51077069440175
21534.0,21710.0,873.0,1,95.0,3.392857142857143,8.53631323454144,6.237952460402294,21.16448156207921
22486.0,22620.0,913.0,1,88.0,3.142857142857143,7.9195959492893335,6.256458749158147,19.663156068782744
23513.0,23643.0,926.0,0,116.0,4.142857142857143,7.298345181588232,6.462796343369219,26.774441993958188
23570.0,23664.0,940.0,0,95.0,3.392857142857143,6.424396134799764,5.450797175041181,18.493776129604004
26015.0,26200.0,1029.0,0,121.0,4.321428571428571,8.854377448471464,7.699283027111675,33.27190165287545
26035.0,26161.0,1030.0,0,127.0,4.535714285714286,6.984396134799764,5.653970746409983,25.64479588550242
27076.0,27203.0,1030.0,0,125.0,4.464285714285714,6.292198067399882,5.668194518982714,25.30443981688713
26048.0,26144.0,1031.0,1,90.0,3.2142857142857144,7.972198067399882,6.367196646633333,20.465989221321433
28865.0,28975.0,1101.0,1,100.0,3.5714285714285716,7.72614711418835,6.2375237360202656,22.276870485786663
28846.0,28937.0,1105.0,0,92.0,3.2857142857142856,5.996594202199647,5.398747679395347,17.738742375156143
28831.0,28920.0,1106.0,1,90.0,3.2142857142857144,5.864396134799764,5.221794611922064,16.784339824035207
36437.0,36607.0,1203.0,1,161.0,5.75,5.864396134799764,5.324675122509315,30.61688195442855
36483.0,36606.0,1208.0,1,124.0,4.428571428571429,5.7321980673998825,5.14563839647167,22.787827184374546
36517.0,36650.0,1210.0,2,125.0,4.464285714285714,6.852198067399883,5.794390205696395,25.867813418287483
38969.0,39084.0,1302.0,0,116.0,4.142857142857143,7.817022603882643,6.473167992180309,26.81741025331842
38970.0,39094.0,1303.0,1,121.0,4.321428571428571,6.901750979388585,6.288613858728059,27.175795603789112
39012.0,39179.0,1306.0,0,155.0,5.535714285714286,7.635271624494057,6.272512698367141,34.72283815167525
39025.0,39219.0,1307.0,1,102.0,3.642857142857143,8.854377448471464,8.052747578931319,29.33500903753552
39061.0,39169.0,1311.0,1,109.0,3.892857142857143,7.461750979388586,5.735678797144816,22.32817817459946
39218.0,39301.0,1311.0,1,84.0,3.0,6.250875489694293,5.296517468806174,15.889552406418522
39326.0,39455.0,1324.0,1,97.0,3.4642857142857144,6.779667759293821,5.743036381479279,19.895518892981784
