start_frame,end_frame,tracking_id,team_id,duration_frames,duration_seconds,max_speed,avg_speed,distance
4471.0,4577.0,168.0,1,107.0,3.8214285714285716,5.864396134799764,5.0743382499255345,19.391221169358293
4373.0,4572.0,209.0,0,135.0,4.821428571428571,8.763501958777173,7.372123258191115,35.544165709135726
6072.0,6177.0,252.0,0,106.0,3.7857142857142856,6.132472986986447,5.471796510667094,20.714658218954003
6010.0,6156.0,270.0,0,116.0,4.142857142857143,7.5878748268313485,6.130321883947447,25.397047804925144
6036.0,6216.0,285.0,0,147.0,5.25,8.854377448471464,8.022946060252648,42.120466816326385
6137.0,6266.0,299.0,0,96.0,3.4285714285714284,7.298345181588232,6.128437716836696,21.01178645772581
10060.0,10171.0,365.0,0,89.0,3.1785714285714284,7.256153704373365,5.915368740222987,18.802422067137353
10399.0,10502.0,376.0,1,101.0,3.607142857142857,7.817022603882643,6.18027553303184,22.293136744150573
10409.0,10530.0,382.0,0,98.0,3.5,6.592711459457396,5.665109392023922,19.827882872083727
12262.0,12443.0,438.0,1,166.0,5.928571428571429,8.581750979388586,6.974425540793843,41.34837999184923
12329.0,12429.0,446.0,0,88.0,3.142857142857143,7.075271624494057,5.914101375440308,18.587175751383825
13662.0,13863.0,515.0,0,98.0,3.5,8.854377448471464,7.147445737947514,25.0160600828163
15348.0,15493.0,557.0,1,139.0,4.964285714285714,5.7321980673998825,5.091155691768126,25.273951469848907
15311.0,15493.0,582.0,1,94.0,3.357142857142857,8.854377448471464,7.896516270127028,26.509733192569296
15417.0,15502.0,611.0,0,86.0,3.0714285714285716,6.943073557094175,5.770544271386743,17.72381454783071
19360.0,19470.0,673.0,-1,96.0,3.4285714285714284,6.9843961347997645,6.206726427060976,21.28020489278049
20276.0,20480.0,700.0,1,91.0,3.25,8.581750979388584,7.549703464939848,24.536536261054508
20411.0,20681.0,709.0,1,170.0,6.071428571428571,8.854377448471464,6.489614177963838,39.40122893763758
20588.0,20740.0,716.0,1,119.0,4.25,7.5878748268313485,6.074510868994563,25.816671193226895
20644.0,20749.0,720.0,1,92.0,3.2857142857142856,6.132472986986447,5.540712027446758,18.20519666161078
20656.0,20777.0,721.0,0,96.0,3.4285714285714284,8.106552249125759,7.398364279794933,25.36582038786834
27914.0,28004.0,843.0,0,91.0,3.25,6.46419410944443,5.456301400616157,17.732979552002515
27957.0,28067.0,845.0,0,85.0,3.0357142857142856,8.854377448471464,7.690489262071469,23.34612811700266
28016.0,28193.0,846.0,1,143.0,5.107142857142857,7.111388881751806,5.997278157651382,30.62895630514814
28028.0,28188.0,850.0,0,130.0,4.642857142857143,6.92443258191538,5.895247552333983,27.37079220726492
28198.0,28282.0,873.0,0,85.0,3.0357142857142856,6.128792269599529,5.255142854068719,15.953112235565758
28871.0,29002.0,889.0,0,97.0,3.4642857142857144,6.556594202199648,6.044234767171877,20.93895615770257
28426.0,28550.0,891.0,1,87.0,3.107142857142857,7.635271624494058,6.092197760614759,18.92932875619587
28485.0,28631.0,900.0,1,106.0,3.7857142857142856,8.763501958777173,6.384381216966322,24.16944317851536
30255.0,30370.0,902.0,1,116.0,4.142857142857143,6.92443258191538,5.9445507056249545,24.627424351874808
28626.0,28754.0,910.0,0,124.0,4.428571428571429,7.256153704373365,6.262838393772347,27.735427172420394
29000.0,29123.0,935.0,1,84.0,3.0,8.293508548962185,6.614887581321111,19.844662743963333
31148.0,31252.0,971.0,0,96.0,3.4285714285714284,6.292198067399882,5.854278129656059,20.071810730249346
